"Versió:",1,,,,,,,,
"Categoria:","Internet",,,,,,,,
"Data creació:",08/09/07,,,,,,,,
"Data Darrera revisió:",08/09/07,,,,,,,,
"Autors:","Lluïsa Nuñez, Carles Oriol, Julià Mestieri, Cortsenc, Siegfried Gevatter",,,,,,,,
"Descripció:","Coses sobre la xarxa els seus webs i protocols",,,,,,,,
"Jugadors","Coneixements mínims Internet",,,,,,,,
"Idioma","ca",,,,,,,,
"Fons","categoria3.png",,,,,,,,
"So","c3.ogg",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,"Pregunta","Resposta 1 ","Resposta 2","Resposta 3","ok","Autor ","Data","Num","Comentari o notes"
,"Qui va crear el format HTML?","Tim Berners-Lee","Wim Mertens","Manuel de Icaza",1,"Carles",18/08/07,1,"Lorem ipsum dolor sit amet, consectetur adipisici elit, sed eiusmod tempor incidunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquid ex ea commodi consequat. Quis aute iure reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint obcaecat cupiditat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
,"La tecnologia que fa possible l'alimentació#automàtica de notícies web es diu:","CSS","RSS","SMS",2,"lluisanunez",24/08/07,2,
,"L'eyeOS és un “sistema operariu” web#realitzat a:","Catalunya","Helsinki","La Isle of Man",1,"carles",07/09/07,3,
,"Què vol dir CC?","CertifiCations","creative comons","computer case",2,"carles",26/08/07,4,
,"Quina d'aquestes llengües té més#presencia que el català a Internet?","Tailandes","Grec","Hebreu",1,"carles",07/09/07,5,"Actualment el català és la 21ena llengua a la xarxa. Per damunt del grec, hebreu, rumanès, vietnamita, hungarès, Islandès, eslovac i l'eslovè."
,"Quin ha estat considerat per omnium#cultural el#'Més gran cançoner català del mon '","cantar i xerinola","kumbaworld","yahoo lyrics",2,"carles",26/08/07,6,"he he... ha estat superior a mi... ha havia de fer..."
,"Com es coneixen popularment#a la xarxa els jocs que han deixat#de comercialitzar-se.","oldwares","abandonwares","softdeads",2,"carles",25/08/07,7,
,"Quin d'aquests no és un “hoax”?","La llet es repasteuritza segons#el nombre inferior del tetrabrick","Un nombre fa que la facturació#del telèfon d'un altre te la cobrin a tu","El microsoft vista fa que l'ordinador#vagi malament si detecta un dispositiu#que permet copiar películes",3,"carles",24/08/07,8,".... si... lamentable. Si el sistema de control de copies DRM detecta que tens algun mitjà que permet realitzar copies de peŀlicules o videos aquest baixarà la qualitat per que no ho puguis fer correctament. A l'hora totes aquestes comprovacions fan que l'ordinador funcioni molt més lent."
,"Existeix una entrada explicant#la viquipèdia a la viquièdia?","Clar","No.","Sols si cerquem wikipedia",1,"carles",24/08/07,9,"I doncs que us pensàveu?"
,"Quin any es va fundar google?",1995,1998,2000,2,"carles",24/08/07,10,"Oi que sembla que fes més temps?"
,"El fòrum de l'equip d'Ubuntu en català#el podem trobar a:","ubuntuforums.org","forum.ubuntu.pl","ubuntu-fr.org",1,"Carles",18/08/07,11,"Concretament a http://ubuntuforums.org/forumdisplay.php?f=206. També podem anar-hi des del portal www.ubuntu.cat"
,"Quina d'aquestes xarxes#no existia abans d'Internet?","fidonet","compuserve","comnet",3,"carles",24/08/07,12,"Compuserve va ser la primera xarxa pública mundial d'accés públic. Fidonet (anterior a compuserve) era una xarxa d'enllaços entre les anteriors BBS."
,"Quina web és la més visitada entre els mitjans de comunicació catalans?","Planeta d'Ubuntu.cat","Vilaweb","CCRTV",3,"Cortsenc",02/09/07,13,
,"Com es coneixen popularment#a la xarxa els jocs que han deixat#de comercialitzar-se?","oldwares","abandonwares","softdeads",2,"carles",25/08/07,14,
,"Quina web és la més visitada entre els mitjans de comunicació catalans?","Planeta d'Ubuntu.cat","Vilaweb","CCRTV",3,"Cortsenc",02/09/07,15,".... si... lamentable. Si el sistema de control de copies DRM detecta que tens algun mitjà que permet realitzar copies de peŀlicules o videos aquest baixarà la qualitat per que no ho puguis fer correctament. A l'hora totes aquestes comprovacions fan que l'ordinador funcioni molt més lent."
,"Qui va crear el format HTML?","Tim Berners-Lee","Wim Mertens","Manuel de Icaza",1,"Carles",18/08/07,16,
,"Quin ha estat considerat per Òmnium#Cultural el#'més gran cançoner català del món'?","cantar i xerinola","kumbaworld","yahoo lyrics",2,"carles",26/08/07,17,"he he... ha estat superior a mi... ho havia de fer..."
,"Què vol dir CC al món de les llicències?","CertifiCations","creative comons","computer case",2,"carles",26/08/07,18,
,"La tecnologia que fa possible l'alimentació#automàtica de notícies web es diu:","CSS","RSS","SMS",2,"lluisanunez",24/08/07,19,
,"Existeix una entrada explicant#la Viquipèdia a la Viquipèdia?","Clar","No.","Sols si cerquem wikipedia",1,"carles",24/08/07,20,"I doncs, que us pensàveu?"
,"Quina web és la més visitada entre els mitjans de comunicació catalans?","Planeta d'Ubuntu.cat","Vilaweb","CCRTV",3,"Cortsenc",02/09/07,21,
,"Quina d'aquestes xarxes#no existia abans d'Internet?","fidonet","compuserve","comnet",3,"carles",24/08/07,23,"Compuserve va ser la primera xarxa pública mundial d'accés públic. Fidonet (anterior a compuserve) era una xarxa d'enllaços entre les anteriors BBS."
,"Quin any es va fundar Google?",1995,1998,2000,2,"carles",24/08/07,24,"Oi que sembla que fes més temps?"
,"El fòrum de l'equip Català d'ubuntaires#el podem trobar a:","ubuntuforums.org","forum.ubuntu.pl","ubuntu-fr.org",1,"Carles",18/08/07,25,"Concretament a http://ubuntuforums.org/forumdisplay.php?f=206. També podem anar-hi desde el portal www.ubuntu.cat"
,"Hi ha un enllaç a la wikipedia#de la unciclopedia?","Si","No","Depen",1,"quiron",09/09/07,26,
,"Com es representa Internet en els diagrames de xarxes","Com una I","Com un mon","Com un nuvol",3,"quiron",09/09/07,27,
,"Que volen dir les sigles WWW","World Wide Web","World With Windows","World Web Windows",1,"quiron",09/09/07,28,
,"Quin dels protocol de missatgeria instantània següents#s'estima què és el més utilitzat a nivell mundial?","QQ","MSN","Jabber",3,"RainCT",12/10/07,29,"Segons les dades recullides a la Wikipedia, s'estima que Jabber té entre 40 i 90 milions d'usuaris, en canvi MSN només en té 27 milions i el QQ, utilitzat principalment pels xinesos, 20 milions."
,"Quina és l'entitat encarregada de dissenyar estàndards i#recomanacions per al desenvolpament de pàgines web més coneguda?","Microsoft","W3C","OASIS",2,"RainCT",12/10/07,30,"Una de les entitats principals en aquest camp, la qual ha dissenyat l'HTML i XHTML, entre d'altres, és el W3C (World Wide Web Consortium). L'OASIS és qui treballa en l'OpenDocument, i Microsoft és l'empresa que s'encarrega de trencar tots els estàndards que pot."
,"Que signifiquen les sigles IRC?","Immediate Release Communications","Internet Relay Chat","Instant Recognition Cable",2,"RainCT",18/10/07,31,
