"Versió:",1,,,,,,,,
"Categoria:","Personatges i actes",,,,,,,,
"Data creació:",08/09/07,,,,,,,,
"Data Darrera revisió:",08/09/07,,,,,,,,
"Autors:","Rafael Carreras, Nil Oriol, Josep Sanchez, Lluïsa Nuñez, Carles Oriol, Cortsenc, Julià Mestieri, Siegfried Gevatter",,,,,,,,
"Descripció:","Gent i fets al voltant del mon del programari lliure. També informació sobre llicències.",,,,,,,,
"Jugadors","Coneixement dels esdeveniments i personatges més importants al món de GNU, el programari lliure i l'informàtica en general.",,,,,,,,
"Idioma","ca",,,,,,,,
"Fons","categoria1.png",,,,,,,,
"So","c1.ogg",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,"Pregunta","Resposta 1 ","Resposta 2","Resposta 3","ok","Autor ","Data","Num","Comentari o notes"
,"L'any 1977 la policia d'alburquerque va#detenir i fitxar a Bill Gates per","Tenir drogues","Robar una pastisseria","Fer curses amb un 911 al desert",3,"Carles",18/08/07,1,"A la xarxa podem trobar la foto d'un jove Bill amb la seva fitxa policial... una monada. http://news.bbc.co.uk/1/hi/sci/tech/152803.stm"
,"Qui ha estat un l'abanderat de la traducció#del programari al català?","Softcatalà","La Generalitat","Microsoft",1,"Carles",18/08/07,2,"Per cert... el clic dels nois de redmon ja s'a convertit en clico."
,"Què es va celebrar el passat abril al#Centre cultural de les Corts??","Una reunió tupperware","L'RMS hi va fer una conferència","La Festa Feisty del CatalanTeam",3,"papapep",18/08/07,3,
,"Qui son Dennis Ritchie i Keneth Thompson?","Els desenvolupadors del C i de l'Unix","Els pares d'internet","Els creadors del projecte GNU",1,"Carles",24/08/07,4,"De l'any 1969 al 1971 Dennis Ritchie i Keneth Thompson ven desenvolupar el sistema unix. Per fer-ho van haver de millorar el lleguatge B creat per Ritchie convertint-lo en C "
,"Com es diu l'associació d'usuaris de linux#més important de Catalunya?","Cobrem","Caliu","Carlux",2,"Carles",18/08/07,5,"I el seu Secretari Rafael Carreras és un dels fundadors del LoCo Català d'ubuntaires"
,"Que va patentar Microsoft#el 24 de setembre del 96","El CD parcialment reescribible","El doble clic","La bola del mouse",2,"Carles",18/08/07,6,"Patent number: 5559943"
,"Què es va patentar el 2006","El teletransport","La inserció de xips al cervell humà","El windows segur",1,"Carles",18/08/07,7,"United States Patent 20060071122. Brutal!!!"
,"Hans Reiser, creador del sistema#d'arxius ReiserFS, va ser acusat#l'any 2006 de:","Signar un acord amb Microsoft","Matar la seva dona","Violar la llicència GPLv3",2,"lluisanunez",24/08/07,8,"http://en.wikipedia.org/wiki/Hans_Reiser"
,"De que es disfressa en Richard Stallman a les seves conferencies?","De nyu (gnu en anglès)","Sant Ignucius","Pokemon",2,"Nil",24/08/07,9,
,"On es va fer l'akademy de l'any 2006?","Vilanova i la Geltrú","Dublin","Chicago",1,"Carles",07/09/07,10,"L'Akademy és la trobada anual de desenvolupadors de KDE. L'any 2006 es va fer al Trinity College Dublín, a Irlanda."
,"On es va fer l'akademy de l'any 2007?","Glasgow","Dublin","Vilanova i la Geltrú",1,"Carles",07/09/07,11,"L'Akademy és la trobada anual de desenvolupadors de KDE. L'any 2007 es va fer a Glasgow, a Escòcia."
,"Quan en Mark Shuttleworth va ser a Catalunya,#quina televisió el va entrevistar?","Barcelona TV","Mataró TV","TV3",2,"Carles",25/08/07,12,
,"Per què els errors informàtics es diuen «bugs»?","Perquè sona simpàtic","Perquè quan van engegar el primer#ordinador dins d'una vàlvula#hi havia un insecte","En honor a John Bughs",2,"Carles",25/08/07,13,
,"Qui va dir#«Don't think free as in free beer;#think free as in free speech.»?","Richard Stallman","Linus Torvalds","Mark Shuttlework",1,"Carles",18/08/07,15,"Richard Stallman per referir-se que#el programari hauria de ser lliure referint-se#a llibertat.##(És un error de polisemia en anglès#al ser lliure i gratuit la mateixa#paraula: free)"
,"Quants anys ha fet l'escriptori GNOME l'any 2007?",10,15,20,1,"Carles",18/08/07,16,
,"Quan en Mark Shuttleworth va fer# la seva fortuna venent#una empresa de certificats digitals va anar de viatge a:","Vilanova i la Geltrú","L'espai","Everest",2,"Carles",18/08/07,17,"Mark Shuttleworth va ser el 2on turista espacial#de la història de la humanitat.##Després d'aconseguir la seva fortuna#va fer un viatge a l'estació espacial#internacional amb un grup de científics#per tal de realitzar investigacions amb#celules mare."
,"Qui va fundar el projecte GNOME?","Mark Shuttlework","Manuel de Icaza","George Moustaki",2,"Carles",18/08/07,18,
,"On es va fer la Guadec de l'any 2006?","Chicago","Vilanova i la Geltrú","Sao Paulo",2,"Carles",18/08/07,19,
,"Al 1943, es creia que al món només hi havia mercat#per a","5 ordinadors.","500 ordinadors.","50000 ordinadors.",1,"Nil",07/09/07,20,"Thomas Watson de IBM va dir literalment que al mon hi havia mercat per a 5 ordinadors com a molt."
,"On es va fer l'Akademy de l'any 2006?","Vilanova i la Geltrú","Dublin","Chicago",1,"Carles",07/09/07,21,"L'Akademy és la trobada anual de desenvolupadors de KDE. L'any 2006 es va fer al Trinity College Dublin a Irlanda."
,"On es va fer l'Akademy de l'any 2007?","Glasgow","Dublin","Vilanova i la Geltrú",1,"Carles",07/09/07,22,"L'Akademy és la trobada anual de desenvolupadors de KDE. L'any 2006 es va fer a Glasgow a Escòcia."
