"Versió:",1,,,,,,,,
"Categoria:","Internet",,,,,,,,
"Data creació:",08/09/07,,,,,,,,
"Data Darrera revisió:",08/09/07,,,,,,,,
"Autors:","Lluïsa Nuñez, Carles Oriol, Quiron, Cortsenc",,,,,,,,
"Descripció:","Coses sobre la xarxa els seus webs i protocols",,,,,,,,
"Jugadors","Coneixements mínims internet",,,,,,,,
"Idioma","ca",,,,,,,,
"Fons","categoria3.png",,,,,,,,
"So","c3.ogg",,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,"Pregunta","Resposta 1 ","Resposta 2","Resposta 3","ok","Autor ","Data","Num","Comentari o notes"
,"Qui va crear el format HTML?","Tim Berners-Lee","Wim Mertens","Manuel de Icaza",1,"Carles",18/08/07,1,"Lorem ipsum dolor sit amet, consectetur adipisici elit, sed eiusmod tempor incidunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquid ex ea commodi consequat. Quis aute iure reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint obcaecat cupiditat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
,"La tecnologia que fa possible l'alimentació#automàtica de notícies web es diu:","CSS","RSS","SMS",2,"lluisanunez",24/08/07,2,
,"L'eyeos és un “sistema operariu” web#realitzat a:","Catalunya","Helsinki","La illa de man",1,"carles",07/09/07,3,
,"Què vol dir CC?","CertifiCations","creative comons","computer case",2,"carles",26/08/07,4,
,"Quina d'aquestes llengües té més#presencia que el català a internet?","Tailandes","Grec","Hebreu",1,"carles",07/09/07,5,"Actualment el català és la 21ena llengua a la xarxa. Per damunt del grec, hebreu, rumanès, vietnamita, hungarès, Islandès, eslovac i l'eslovè."
,"Quin ha estat considerat per omnium#cultural el#'Més gran cançoner català del mon '","cantar i xerinola","kumbaworld","yahoo lyrics",2,"carles",26/08/07,6,"he he... ha estat superior a mi... ha havia de fer..."
,"Com es coneixen popularment#a la xarxa els jocs que han deixat#de comercialitzar-se.","oldwares","abandonwares","softdeads",2,"carles",25/08/07,7,
,"Quin d'aquests no és un “hoax”?","La llet es repasteuritza segons#el nombre inferior del tetrabrick","Un nombre fa que la facturació#del telèfon d'un altre te la cobrin a tu","El microsoft vista fa que l'ordinador#vagi malament si detecta un dispositiu#que permet copiar películes",3,"carles",24/08/07,8,".... si... lamentable. Si el sistema de control de copies DRM detecta que tens algun mitjà que permet realitzar copies de peŀlicules o videos aquest baixarà la qualitat per que no ho puguis fer correctament. A l'hora totes aquestes comprovacions fan que l'ordinador funcioni molt més lent."
,"Existeix una entrada explicant#la viquipèdia a la viquièdia?","Clar","No.","Sols si cerquem wikipedia",1,"carles",24/08/07,9,"I doncs que us pensàveu?"
,"Quin any es va fundar google?",1995,1998,2000,2,"carles",24/08/07,10,"Oi que sembla que fes més temps?"
,"El fòrum de l'equip Català d'ubuntaires#el podem trobar a:","ubuntuforums.org","forum.ubuntu.pl","ubuntu-fr.org",1,"Carles",18/08/07,11,"Concretament a http://ubuntuforums.org/forumdisplay.php?f=206. També podem anar-hi desde el portal www.ubuntu.cat"
,"Quina d'aquestes xarxes#no existia abans d'internet?","fidonet","compuserve","comnet",3,"carles",24/08/07,12,"Compuserve va ser la primera xarxa pública mundial d'accés públic. Fidonet (anterior a compuserve) era una xarxa d'enllaços entre les anteriors BBS."
,"Quina web és la més visitada entre els mitjans de comunicació catalans?","Planeta d'Ubuntu.cat","Vilaweb","CCRTV",3,"Cortsenc",02/09/07,13,
,"Com es coneixen popularment#a la xarxa els jocs que han deixat#de comercialitzar-se?","oldwares","abandonwares","softdeads",2,"carles",25/08/07,14,
,"Quina web és la més visitada entre els mitjans de comunicació catalans?","Planeta d'Ubuntu.cat","Vilaweb","CCRTV",3,"Cortsenc",02/09/07,15,".... si... lamentable. Si el sistema de control de copies DRM detecta que tens algun mitjà que permet realitzar copies de peŀlicules o videos aquest baixarà la qualitat per que no ho puguis fer correctament. A l'hora totes aquestes comprovacions fan que l'ordinador funcioni molt més lent."
,"Qui va crear el format HTML?","Tim Berners-Lee","Wim Mertens","Manuel de Icaza",1,"Carles",18/08/07,16,
,"Quin ha estat considerat per omnium#cultural el#'Més gran cançoner català del mon '?","cantar i xerinola","kumbaworld","yahoo lyrics",2,"carles",26/08/07,17,"he he... ha estat superior a mi... ha havia de fer..."
,"Què vol dir CC al món de les llicències?","CertifiCations","creative comons","computer case",2,"carles",26/08/07,18,
,"La tecnologia que fa possible l'alimentació#automàtica de notícies web es diu:","CSS","RSS","SMS",2,"lluisanunez",24/08/07,19,
,"Existeix una entrada explicant#la viquipèdia a la viquipèdia?","Clar","No.","Sols si cerquem wikipedia",1,"carles",24/08/07,20,"I doncs que us pensàveu?"
,"Quina web és la més visitada entre els mitjans de comunicació catalans?","Planeta d'Ubuntu.cat","Vilaweb","CCRTV",3,"Cortsenc",02/09/07,21,
,"Quina web és la més visitada entre els mitjans de comunicació catalans?","Planeta d'Ubuntu.cat","Vilaweb","CCRTV",3,"Cortsenc",02/09/07,22,
,"Quina d'aquestes xarxes#no existia abans d'Internet?","fidonet","compuserve","comnet",3,"carles",24/08/07,23,"Compuserve va ser la primera xarxa pública mundial d'accés públic. Fidonet (anterior a compuserve) era una xarxa d'enllaços entre les anteriors BBS."
,"Quin any es va fundar Google?",1995,1998,2000,2,"carles",24/08/07,24,"Oi que sembla que fes més temps?"
,"El fòrum de l'equip Català d'ubuntaires#el podem trobar a:","ubuntuforums.org","forum.ubuntu.pl","ubuntu-fr.org",1,"Carles",18/08/07,25,"Concretament a http://ubuntuforums.org/forumdisplay.php?f=206. També podem anar-hi desde el portal www.ubuntu.cat"
,"L'eyeos és un “sistema operariu” web#realitzat a:","Catalunya","Helsinki","La illa de man",1,"carles",07/09/07,26,
,"Qui porta la nova generació per a anar on no ha arribat mai ningú?","James T. Kirk","Jean-Luc Picard","Steve Jobs",2,"quiron",09/09/07,27,9
,"Hi ha un enllaç a la wikipedia#de la unciclopedia?","Si","No","Depen",1,"quiron",09/09/07,28,
,"Com es representa internet en els diagrames de xarxes","Com una I","Com un mon","Com un nuvol",3,"quiron",09/09/07,29,
,"Que volen dir www","World Wide Web","World With Windows","World Web Windows",1,"quiron",09/09/07,30,
